Provider State,Provider County Name,Average Number of Residents per Day
KS,Barber,19.4
KS,Logan,19.6
KS,Russell,16.7
KS,Ness,26.3
KS,Harper,24.2
KS,Rooks,28.9
KS,Phillips,33.1
KS,Pratt,
KY,Laurel,141.6
KY,Calloway,114.7
KY,Butler,99.3
KY,Muhlenberg,39.5
KY,Hopkins,58.4
KY,Hopkins,45.7
KY,Hopkins,78.7
KY,Nicholas,94.5
KY,Jefferson,84.3
KY,Kenton,71.4
KY,Jefferson,133.1
KY,Taylor,68.5
KY,Livingston,44.4
KY,Fulton,40.4
KY,Warren,39.7
KY,Logan,48.7
KY,Adair,62
KY,Larue,123.7
KY,Madison,78.3
KY,Garrard,88.5
KY,Fayette,79.6
KY,Christian,83.4
KY,Daviess,97
KY,Warren,140.3
KY,Boone,115
KY,Barren,165.1
KY,Pike,81.6
KY,Jefferson,133
KY,Jefferson,87
KY,Madison,92.3
KY,Breathitt,60.2
KY,Hardin,77.8
KY,Daviess,122.9
KY,Jefferson,186.6
KY,Henderson,157.9
KY,Whitley,102.5
KY,Boyle,78.9
KY,Lawrence,70.4
KY,Jefferson,63.6
KY,Hopkins,46.8
KY,Perry,185.6
KY,Jefferson,59.2
KY,Jefferson,83.7
KY,Jefferson,90.8
KY,Scott,56.5
KY,Graves,58
KY,Fayette,122.3
KY,Harrison,49.1
KY,Clark,119.8
KY,Christian,94.5
KY,Whitley,110.3
KY,Nelson,80.2
KY,Knott,87.3
KY,Floyd,101.5
KY,Pulaski,114.4
KY,Jefferson,72.5
KY,Rowan,85.4
KY,Rockcastle,123.7
KY,Franklin,67.1
KY,Fayette,78.4
KY,Knox,122.5
KY,Jefferson,112.9
KY,Harlan,130
KY,Warren,44.6
KY,Monroe,97.4
KY,Jefferson,72.3
KY,Franklin,81.1
KY,Mc Cracken,196.1
KY,Pike,17.9
KY,Pulaski,78.6
KY,Boone,82.9
KY,Jefferson,34
KY,Jefferson,81.6
KY,Grayson,62.3
KY,Jefferson,153.7
KY,Hardin,119.4
KY,Hardin,53.9
KY,Warren,92.4
KY,Oldham,8.2
KY,Jefferson,85.4
KY,Leslie,89.4
KY,Jefferson,28.7
KY,Marshall,67.9
KY,Fayette,125.7
KY,Letcher,119.8
KY,Fayette,21.9
KY,Carroll,56.4
KY,Mason,97.1
KY,Campbell,56.9
KY,Mc Lean,65.7
KY,Mercer,37.4
KY,Mc Creary,52
KY,Wolfe,95.2
KY,Fayette,83.7
KY,Metcalfe,62.9
KY,Pulaski,98.5
KY,Jessamine,63.2
KY,Magoffin,106.7
KY,Pike,97.8
KY,Warren,55.5
KY,Kenton,122.8
KY,Daviess,19.5
KY,Mc Cracken,70.2
KY,Christian,92.5
KY,Barren,87.1
KY,Pike,85.7
KY,Whitley,78.4
KY,Marshall,77.6
KY,Daviess,115.9
KY,Jefferson,76
KY,Lewis,74.5
KY,Bell,86.7
KY,Kenton,52.9
KY,Montgomery,120.3
KY,Bell,48.6
KY,Lincoln,69.5
KY,Rockcastle,87.8
KY,Fayette,125.3
KY,Jackson,36.6
KY,Greenup,72.8
KY,Trigg,35.9
KY,Carter,115.4
KY,Bath,90.3
KY,Pike,116.2
KY,Green,88.9
KY,Marshall,68.3
KY,Jefferson,76.3
KY,Jefferson,29.8
KY,Greenup,100
KY,Madison,71.4
KY,Hopkins,51.8
KY,Boyle,79.1
KY,Grant,84.4
KY,Hardin,54.9
KY,Marion,43.7
KY,Jefferson,79.5
KY,Crittenden,69.8
KY,Cumberland,74.8
KY,Barren,48.7
KY,Mc Cracken,73.1
KY,Owsley,74.3
KY,Morgan,45.1
KY,Ohio,78.5
KY,Marion,49.1
KY,Anderson,80
KY,Graves,70.8
KY,Greenup,48.9
KY,Bourbon,90.6
KY,Breckinridge,17.8
KY,Russell,100.5
KY,Mercer,84
KY,Jefferson,80.8
KY,Jefferson,79.2
KY,Webster,64.2
KY,Clay,96.2
KY,Muhlenberg,92.9
KY,Scott,68.9
KY,Washington,41.5
KY,Wayne,55
KY,Jefferson,106.3
KY,Jefferson,130.4
KY,Breckinridge,51.8
KY,Floyd,48.7
KY,Jefferson,45.9
KY,Hopkins,68.2
KY,Grayson,60.4
KY,Jefferson,62.5
KY,Jefferson,89.9
KY,Mc Cracken,73.7
KY,Logan,92.4
KY,Fleming,70.6
KY,Clinton,46.1
KY,Caldwell,77
KY,Muhlenberg,57.3
KY,Lyon,52.3
KY,Ballard,49.7
KY,Allen,92.3
KY,Hickman,38.9
KY,Spencer,88.1
KY,Campbell,12.6
KY,Union,51.6
KY,Taylor,56.2
KY,Simpson,89.8
KY,Harrison,48.3
KY,Jefferson,53.9
KY,Ohio,55
KY,Jefferson,74.7
KY,Washington,61.7
KY,Lee,101.6
KY,Christian,46.7
KY,Estill,76.1
KY,Barren,61.2
KY,Graves,53.5
KY,Nelson,50.9
KY,Christian,40.6
KY,Bracken,23.5
KY,Daviess,78.8
KY,Jefferson,64.8
KY,Jefferson,53.6
KY,Jefferson,92.2
KY,Powell,68.8
KY,Meade,49.2
KY,Ohio,55.8
KY,Pendleton,50.4
KY,Trimble,40.4
KY,Robertson,56.4
KY,Gallatin,90.9
KY,Jefferson,40
KY,Henry,56.1
KY,Barren,60.5
KY,Owen,89
KY,Whitley,84.8
KY,Shelby,64.5
KY,Martin,59.8
KY,Hart,85.3
KY,Carlisle,43.5
KY,Campbell,123.6
KY,Madison,71
KY,Barren,8.6
KY,Jefferson,154.9
KY,Harrison,62.2
KY,Boyd,101.2
KY,Boone,13.7
KY,Daviess,18.1
KY,Hancock,38.9
KY,Todd,51.2
KY,Edmonson,59.8
KY,Henderson,63.6
KY,Pulaski,7.1
KY,Casey,65
KY,Shelby,53.5
KY,Lyon,34.4
KY,Johnson,103.5
KY,Elliott,63.4
KY,Boyd,53.9
KY,Warren,39.3
KY,Nelson,7.6
KY,Menifee,42
KY,Hardin,7
KY,Clark,13.5
KY,Rowan,6.1
KY,Harlan,68.8
KY,Whitley,77.3
KY,Warren,52.5
KY,Daviess,40.5
KY,Marion,37.4
KY,Oldham,99.6
KY,Kenton,86.9
KY,Jefferson,56
KY,Hardin,71.7
KY,Fayette,93.4
KY,Kenton,92.3
KY,Fayette,99.2
KY,Kenton,119.2
KY,Boyd,121.7
KY,Madison,14.9
KY,Jefferson,118.4
KY,Jefferson,95.6
KY,Jefferson,43.4
KY,Jefferson,68.3
KY,Fayette,74.5
KY,Bullitt,78.8
KY,Union,20.7
KY,Jefferson,49.1
KY,Fayette,26.4
KY,Jefferson,53.3
KY,Hickman,64.6
KY,Fayette,58.9
KY,Perry,90.3
KY,Hopkins,74.2
KY,Jessamine,136.8
KY,Fayette,38.9
KY,Campbell,113.2
KY,Jefferson,17.8
KY,Jefferson,43.5
KY,Woodford,24
KY,Boyd,
KY,Kenton,40.2
KY,Fayette,44.3
KY,Hardin,60.6
KY,Campbell,108.7
KY,Jefferson,41.8
KY,Boone,119.1
KY,Bullitt,7.9
LA,Caddo,41.9
LA,E. Baton Rouge,28.3
LA,East Feliciana,154.4
LA,Orleans,104.1
LA,Ouachita,2.3
LA,Orleans,175.7
LA,Jefferson,55.2
LA,St. Tammany,88.1
LA,Jefferson,23
LA,Jefferson,165.1
LA,Terrebonne,2.5
LA,Jefferson,18.1
LA,Terrebonne,89.1
LA,Jefferson,81.4
LA,Orleans,122.5
LA,Jefferson,100.6
LA,Natchitoches,93.2
LA,Orleans,137.1
LA,St. Tammany,80.7
LA,St. Charles,103.2
LA,Bossier,32.6
LA,Caddo,118.6
LA,Grant,51.5
LA,Franklin,115.6
LA,East Feliciana,95
LA,Caldwell,70.3
LA,Jefferson,149.2
LA,Lafourche,98
LA,Jefferson,70.2
LA,St. Tammany,96.2
LA,Webster,107.4
LA,Concordia,45.9
LA,Natchitoches,62.7
LA,St. Tammany,83.5
LA,St. Tammany,86.4
LA,St. Tammany,64.8
LA,St. John Baptist,79.8
LA,St. James,84.5
LA,Lafourche,77.6
LA,Terrebonne,113
LA,Jefferson,67.2
LA,Sabine,66.4
LA,Caddo,107.2
LA,St. Martin,88.3
LA,Jeffrson Davis,63.1
LA,Vermilion,51.2
LA,Caddo,44.3
LA,St. Landry,134.7
LA,Lafourche,51.8
LA,St. Landry,95
LA,Bossier,55.4
LA,Washington,72.2
LA,Caddo,46.2
LA,Iberia,53.9
LA,Ascension,87.4
LA,Iberia,57.8
LA,Iberville,72.8
LA,Jefferson,60.3
LA,Orleans,169.7
LA,Vermilion,102.7
LA,Iberville,94.1
LA,Caddo,117.2
LA,Bienville,71.3
LA,St. Tammany,76.7
LA,Tangipahoa,63.1
LA,Caddo,122.3
LA,Webster,53.4
LA,Orleans,84.6
LA,St. Charles,74.8
LA,Ouachita,73.3
LA,E. Baton Rouge,77.4
LA,E. Baton Rouge,71
LA,Bossier,53.1
LA,Lafayette,145.9
LA,St. Landry,92.7
LA,Richland,53
LA,Jefferson,130
LA,Calcasieu,78.3
LA,Caddo,146
LA,St. Tammany,13.4
LA,E. Baton Rouge,138.1
LA,St. Landry,109.4
LA,St. Mary,62.4
LA,St. Mary,91.6
LA,E. Baton Rouge,83.7
LA,Rapides,95.3
LA,Franklin,64.9
LA,Richland,59.7
LA,Richland,57.3
LA,Union,88.2
LA,West Carroll,62.3
LA,Lasalle,75.7
LA,Ascension,87.7
LA,Jefferson,94.5
LA,Caddo,103.5
LA,Natchitoches,85.9
LA,Caddo,82
LA,Bienville,82
LA,Caddo,117.7
LA,E. Baton Rouge,52.8
LA,Winn,93
LA,Calcasieu,106.1
LA,Calcasieu,74.7
LA,Vernon,69.1
LA,Rapides,88.4
LA,Calcasieu,60.4
LA,West Carroll,44.8
LA,Rapides,113.6
LA,St. Mary,84.8
LA,Acadia,65.3
LA,Grant,77.4
LA,Calcasieu,73.6
LA,Orleans,88.3
LA,Ouachita,109.9
LA,Union,75.6
LA,Vermilion,98.8
LA,Madison,89.8
LA,Avoyelles,40.3
LA,Pointe Coupee,78.2
LA,Caddo,102.1
LA,Lafourche,58.5
LA,Bossier,66.8
LA,Winn,77.4
LA,Vermilion,52.7
LA,Union,70.2
LA,Iberia,103.8
LA,Jackson,112
LA,Acadia,87.5
LA,Lasalle,66.2
LA,Calcasieu,80.3
LA,Lafayette,93.8
LA,E. Baton Rouge,82
LA,E. Baton Rouge,66.5
LA,E. Baton Rouge,112.2
LA,E. Baton Rouge,87.9
LA,E. Baton Rouge,94.5
LA,Catahoula,83.6
LA,E. Baton Rouge,116.2
LA,Plaquemines,90.9
LA,Vernon,121
LA,E. Baton Rouge,101.7
LA,Tangipahoa,136.1
LA,Terrebonne,89.5
LA,Caddo,112.9
LA,St. Martin,118
LA,E. Baton Rouge,108.4
LA,Avoyelles,115.9
LA,St. Tammany,115.5
LA,Ascension,75.3
LA,Ouachita,85.3
LA,Allen,61.6
LA,E. Baton Rouge,86.2
LA,Caddo,90.4
LA,Bossier,104.8
LA,Assumption,53.7
LA,Allen,69.5
LA,Rapides,80.1
LA,Livingston,156.8
LA,Lafayette,79.1
LA,Franklin,49.9
LA,E. Baton Rouge,119.8
LA,Sabine,32.2
LA,Evangeline,97.3
LA,West Feliciana,104.3
LA,Orleans,105.6
LA,Lincoln,123.6
LA,E. Baton Rouge,55.6
LA,Caddo,95.1
LA,Caddo,67.4
LA,Concordia,54.7
LA,Orleans,60.7
LA,Claiborne,40.9
LA,Caddo,72
LA,Lincoln,61.8
LA,Jeffrson Davis,85.6
LA,Tangipahoa,72.6
LA,Livingston,152.3
LA,Beauregard,81.5
LA,Tangipahoa,68.6
LA,Calcasieu,52.2
LA,Ouachita,87.2
LA,Rapides,102.6
LA,Ouachita,58.4
LA,Ouachita,152.4
LA,Webster,114.5
LA,Caddo,99.2
LA,Beauregard,53.1
LA,Jefferson,61.5
LA,E. Baton Rouge,64.4
LA,Lincoln,115.3
LA,De Soto,60
LA,Morehouse,77
LA,Ouachita,53.6
LA,Tangipahoa,115
LA,Acadia,92.1
LA,Claiborne,44.6
LA,Avoyelles,58.5
LA,St. Landry,84.1
LA,Jeffrson Davis,112.4
LA,Ouachita,98.5
LA,St. Landry,49
LA,Vermilion,77.4
LA,Morehouse,72.6
LA,Sabine,78.1
LA,De Soto,54.3
LA,Avoyelles,74.1
LA,Caddo,52.1
LA,Avoyelles,76.5
LA,Rapides,114.9
LA,E. Baton Rouge,83.2
LA,Red River,78.8
LA,Acadia,94.9
LA,Acadia,92.9
LA,Lafayette,60.1
LA,E. Baton Rouge,26.6
LA,Vermilion,104.5
LA,Jackson,48.5
LA,Jefferson,51.7
LA,E. Baton Rouge,97.9
LA,Bienville,96.6
LA,Lafayette,120
LA,Iberia,59
LA,Avoyelles,77.2
LA,Evangeline,76.9
LA,Lafayette,92.6
LA,Claiborne,41.3
LA,Avoyelles,56
LA,Evangeline,55.6
LA,Lafourche,87.3
LA,Allen,71.3
LA,East Carroll,59.5
LA,St. Landry,76
LA,Orleans,133.8
LA,E. Baton Rouge,115.4
LA,Jefferson,94.1
LA,Lafayette,124.8
LA,Morehouse,83.4
LA,Bossier,100.9
LA,Ouachita,41.6
LA,Caddo,95.2
LA,Morehouse,62.5
LA,W. Baton Rouge,91.5
LA,Rapides,89.8
LA,Calcasieu,67.6
LA,Terrebonne,133.5
LA,Avoyelles,48.7
LA,Bossier,102
LA,Franklin,36.8
LA,Lafayette,54.9
LA,Jeffrson Davis,7.8
LA,St. Helena,51.8
LA,Tangipahoa,82.4
LA,Washington,40
LA,Rapides,91
LA,Orleans,61.2
LA,Caddo,46.6
LA,E. Baton Rouge,32.4
LA,Iberia,54.5
LA,Evangeline,58.8
LA,Pointe Coupee,79.7
LA,E. Baton Rouge,18.2
LA,Caddo,14
LA,Bossier,7.1
LA,Washington,77.5
LA,St. John Baptist,10
LA,Ouachita,3.6
LA,East Feliciana,13.7
LA,Calcasieu,95
LA,Orleans,87.9
LA,Orleans,97.4
LA,Lafayette,106.7
LA,E. Baton Rouge,90.2
LA,Calcasieu,
LA,Rapides,46.3
LA,Orleans,58.3
LA,Lafayette,
LA,Livingston,
LA,St. Tammany,
ME,Cumberland,78.1
ME,Piscataquis,76.7
ME,Androscoggin,32.5
ME,Cumberland,156.9
ME,York,57.6
ME,Aroostook,51.9
ME,Penobscot,47.1
ME,Penobscot,69.2
ME,Knox,29.7
ME,Androscoggin,43.5
ME,Androscoggin,185.7
ME,Kennebec,60.4
ME,Somerset,68.6
ME,Penobscot,90.4
ME,Androscoggin,96.6
ME,Penobscot,90.6
ME,York,54.8
ME,Lincoln,52.9
ME,Cumberland,91.4
ME,Franklin,55
ME,Cumberland,47.4
ME,Androscoggin,76.1
ME,Cumberland,125.7
ME,Hancock,33.5
ME,Oxford,61.5
ME,Kennebec,64.6
ME,Sagadahoc,65.9
ME,Cumberland,69.1
ME,Aroostook,33.6
ME,York,69.5
ME,Aroostook,90.3
ME,Cumberland,58.6
ME,York,56.8
ME,Aroostook,30.5
ME,Kennebec,80.9
ME,York,70.5
ME,Oxford,37.9
ME,Cumberland,72.2
ME,Oxford,29.8
ME,Aroostook,57.5
ME,Oxford,43.3
ME,York,79.4
ME,Penobscot,60.4
ME,Penobscot,53.6
ME,York,75.9
ME,Washington,44.4
ME,Lincoln,23.2
ME,Cumberland,46.5
ME,Penobscot,44.5
ME,Aroostook,41.8
ME,Penobscot,46
ME,Penobscot,57.2
ME,Aroostook,59.7
ME,Washington,29.8
ME,Kennebec,94.5
ME,Cumberland,63.8
ME,Waldo,38.1
ME,Hancock,39.7
ME,Knox,57.9
ME,Kennebec,86.7
ME,Cumberland,73.3
ME,Somerset,40.4
ME,Aroostook,34.3
ME,Franklin,23.6
ME,York,71.8
ME,Kennebec,21.4
ME,Cumberland,103.7
ME,York,58
ME,Cumberland,41
ME,Kennebec,81.8
ME,Kennebec,117.1
ME,Waldo,26.3
ME,Penobscot,31.6
ME,Hancock,54.8
ME,Washington,24.2
ME,Penobscot,34.3
ME,Aroostook,29
ME,Somerset,37.5
ME,Cumberland,36.8
ME,Lincoln,29.5
ME,Cumberland,76
ME,York,36.3
ME,Cumberland,34.6
ME,Somerset,19.6
ME,Cumberland,57.8
ME,Franklin,27.4
ME,Androscoggin,24.9
ME,Somerset,19.9
ME,Aroostook,44.6
ME,Knox,50.3
ME,Oxford,49
ME,Penobscot,82.6
ME,Cumberland,30.1
MD,Frederick,96.1
MD,Anne Arundel,71.8
MD,Wicomico,79.1
MD,Talbot,82.1
MD,St. Marys,110.1
MD,Montgomery,125.9
MD,Montgomery,65.9
MD,Carroll,89.4
MD,Prince Georges,148.8
MD,Baltimore,79.1
MD,Prince Georges,121.8
MD,Montgomery,83.3
MD,Montgomery,146.1
MD,Montgomery,119.6
MD,Baltimore City,113.4
MD,Baltimore City,183.9
MD,Baltimore City,206.1
MD,Harford,110.4
MD,Montgomery,123.9
MD,Baltimore City,125.3
MD,Montgomery,66.3
MD,Montgomery,76.8
MD,Baltimore,90.9
MD,Allegany,96.6
MD,Somerset,60.6
MD,Montgomery,46.2
MD,Prince Georges,115.9
MD,Montgomery,82.7
MD,Wicomico,195.3
MD,Baltimore,108.2
MD,Montgomery,399.4
MD,Allegany,80.5
MD,Baltimore City,75
MD,Baltimore,118.1
MD,Baltimore,70.2
MD,Baltimore,99.2
MD,Caroline,66.6
MD,Baltimore,94.9
MD,Baltimore City,79.9
MD,Anne Arundel,91.8
MD,Baltimore,87.8
MD,Montgomery,117.4
MD,Carroll,110.8
MD,Montgomery,66.2
MD,Baltimore,93
MD,Baltimore,78.6
MD,Montgomery,175.6
MD,Frederick,139.6
MD,Charles,103.4
MD,Montgomery,47.3
MD,Prince Georges,111.2
MD,Baltimore,110.2
MD,Washington,34.1
MD,Cecil,97.6
MD,Howard,142.1
MD,Washington,68.5
MD,Queen Annes,66.9
MD,Allegany,94.5
MD,Baltimore,288.8
MD,Baltimore,109.4
MD,Anne Arundel,123.1
MD,Worcester,51
MD,Baltimore,31.5
MD,Montgomery,125.1
MD,Worcester,73.6
MD,Baltimore,109.3
MD,Baltimore,100.2
MD,Carroll,31.4
MD,Wicomico,36.1
MD,Carroll,68.6
MD,Worcester,60.8
MD,Baltimore,133.6
MD,Carroll,66.5
MD,Talbot,50.7
MD,Anne Arundel,79.9
MD,Prince Georges,100.2
MD,St. Marys,108.6
MD,Anne Arundel,92.7
MD,Washington,90
MD,Prince Georges,225.8
MD,Prince Georges,135.9
MD,Baltimore,122.8
MD,Anne Arundel,99.4
MD,Caroline,82.8
MD,Charles,110.7
MD,Baltimore City,24.7
MD,Howard,142.7
MD,St. Marys,201
MD,Montgomery,121.3
MD,Prince Georges,130
MD,Montgomery,122.2
MD,Montgomery,127.2
MD,Anne Arundel,36.2
MD,Baltimore City,126.9
MD,Prince Georges,136
MD,Baltimore,65.8
MD,Somerset,103.6
MD,Prince Georges,21.9
MD,Baltimore,106.5
MD,Baltimore City,112.3
MD,Frederick,92.8
MD,Anne Arundel,107.9
MD,Montgomery,140.9
MD,Calvert,110.4
MD,Cecil,104.7
MD,Dorchester,87.6
MD,Baltimore,114.7
MD,Baltimore,75.9
MD,Harford,108.3
MD,Baltimore City,80.3
MD,Montgomery,55.4
MD,Washington,108.2
MD,Frederick,45.9
MD,Montgomery,159.5
MD,Baltimore,186.8
MD,Baltimore,57.9
MD,Baltimore City,175.2
MD,Baltimore City,101.4
MD,Montgomery,49.5
MD,Prince Georges,42
MD,Baltimore City,91.6
MD,Garrett,83.7
MD,Frederick,100.7
MD,Baltimore City,154
MD,Baltimore,37.8
MD,Dorchester,80.6
MD,Baltimore,122.3
MD,Montgomery,108.8
MD,Washington,62
MD,Baltimore,75.4
MD,Baltimore,40.8
MD,Montgomery,41.2
MD,Baltimore,14.2
MD,Allegany,119.2
MD,Prince Georges,226.9
MD,Garrett,51.8
MD,Harford,99.7
MD,Montgomery,52.3
MD,Kent,25.7
MD,Anne Arundel,70.9
MD,Allegany,69.4
MD,Baltimore City,107.9
MD,Allegany,100.2
MD,Frederick,69.4
MD,Montgomery,37.7
MD,Carroll,37.4
MD,Baltimore City,112
MD,Garrett,97.8
MD,Baltimore,127.1
MD,Baltimore City,115.3
MD,Baltimore,35.8
MD,Anne Arundel,92.1
MD,Baltimore,33.9
MD,Kent,62.3
MD,Baltimore,89.1
MD,Kent,65.9
MD,Prince Georges,79.5
MD,Carroll,57.5
MD,Anne Arundel,121.5
MD,Frederick,73.9
MD,Carroll,62.3
MD,Cecil,171.8
MD,Calvert,68.7
MD,Baltimore City,108.6
MD,Montgomery,83.8
MD,Charles,97.9
MD,Allegany,65.7
MD,Baltimore,14.2
MD,Baltimore City,21.6
MD,Montgomery,16.1
MD,Baltimore,15.4
MD,Anne Arundel,75.3
MD,Baltimore City,102
MD,Baltimore,22.6
MD,Baltimore,82.7
MD,Calvert,45
MD,Allegany,60.1
MD,Baltimore,123.4
MD,Garrett,5.9
MD,Harford,104.8
MD,Frederick,95.8
MD,Baltimore,19.2
MD,Montgomery,88.9
MD,Anne Arundel,79.4
MD,Montgomery,21.9
MD,Washington,106.8
MD,Prince Georges,136.7
MD,Baltimore City,77.5
MD,Anne Arundel,109.4
MD,Baltimore,96.7
MD,Montgomery,69.9
MD,Prince Georges,128.6
MD,Frederick,23
MD,Baltimore City,193.6
MD,Prince Georges,109
MD,Carroll,47.8
MD,Washington,125.8
MD,Washington,88.6
MD,Montgomery,106.1
MD,Wicomico,79.8
MD,Baltimore City,112.1
MD,Harford,58.5
MD,Prince Georges,60.1
MD,Howard,16.7
MD,Anne Arundel,17.6
MD,Baltimore City,84.2
MD,Baltimore,108.3
MD,Carroll,50.9
MD,Baltimore City,74.9
MD,Prince Georges,65.6
MD,Baltimore,64.4
MD,Washington,43.6
MD,Montgomery,20.6
MD,Baltimore,31.1
MD,Howard,64.5
MD,Baltimore City,50.6
MD,Howard,56.4
MD,Harford,57.7
MD,Baltimore City,22.4
MD,Baltimore,60
MD,Charles,49.7
MD,Howard,10.5
MD,Prince Georges,119.9
MD,Washington,53.5
MD,Prince Georges,51.4
MD,Baltimore,40.8
MA,Worcester,100.2
MA,Worcester,82.5
MA,Suffolk,64.3
MA,Worcester,67.4
MA,Worcester,81.5
MA,Hampden,116.2
MA,Essex,116.6
MA,Middlesex,62.5
MA,Norfolk,92.6
MA,Norfolk,150.9
MA,Middlesex,133.8
MA,Bristol,67.6
MA,Middlesex,21
MA,Suffolk,1.4
MA,Bristol,66.1
MA,Essex,105.7
MA,Norfolk,44.4
MA,Middlesex,61.8
MA,Plymouth,77.8
MA,Essex,60.3
MA,Essex,126.5
MA,Worcester,115.6
MA,Hampden,45
MA,Middlesex,55.5
MA,Plymouth,94.1
MA,Bristol,77.9
MA,Middlesex,100.2
MA,Bristol,97.5
MA,Worcester,90.3
MA,Essex,77.1
MA,Worcester,114
MA,Suffolk,118.1
MA,Plymouth,146.9
MA,Norfolk,82
MA,Worcester,70.6
MA,Norfolk,123.8
MA,Plymouth,83.1
MA,Worcester,103.5
MA,Essex,87.2
MA,Worcester,126.4
MA,Plymouth,87.1
MA,Norfolk,78.4
MA,Essex,117.2
MA,Middlesex,149.2
MA,Bristol,127.6
MA,Worcester,60.1
MA,Essex,76.4
MA,Hampden,64.9
MA,Bristol,91.1
MA,Hampden,152.9
MA,Bristol,57.4
MA,Worcester,89.7
MA,Worcester,111.1
MA,Hampden,71.1
MA,Berkshire,113.7
MA,Hampden,86.6
MA,Plymouth,69.9
MA,Hampden,86
MA,Hampshire,83
MA,Plymouth,86.5
MA,Worcester,52.2
MA,Hampden,96
MA,Norfolk,97.4
MA,Bristol,115.8
MA,Hampden,78.1
MA,Norfolk,70.1
MA,Bristol,92.6
MA,Middlesex,141.8
MA,Hampden,77.1
MA,Essex,131.9
MA,Essex,106.8
MA,Middlesex,122.6
MA,Middlesex,73.5
MA,Norfolk,123.9
MA,Worcester,112.3
MA,Plymouth,90
MA,Norfolk,50.3
MA,Plymouth,72.8
MA,Worcester,106.5
MA,Plymouth,69.3
MA,Hampden,70.7
MA,Middlesex,115.4
MA,Essex,91.3
MA,Hampden,120.2
MA,Worcester,109.3
MA,Essex,98.3
MA,Hampden,96.4
MA,Worcester,134.7
MA,Suffolk,89.6
MA,Middlesex,81.6
MA,Hampden,163
MA,Middlesex,116.4
MA,Hampden,91.5
MA,Franklin,108.6
MA,Worcester,86.1
MA,Berkshire,96.2
MA,Essex,92.5
MA,Worcester,104.9
MA,Hampden,76.7
MA,Worcester,106.9
MA,Bristol,44.8
MA,Essex,77.7
MA,Middlesex,34.1
MA,Barnstable,84.3
MA,Norfolk,75
MA,Plymouth,76.7
MA,Essex,118.9
MA,Middlesex,72.7
MA,Middlesex,113
MA,Bristol,95.8
MA,Middlesex,58.3
MA,Barnstable,116.1
MA,Hampden,118.3
MA,Essex,93.6
MA,Essex,76.1
MA,Worcester,80
MA,Franklin,72.3
MA,Barnstable,98.9
MA,Barnstable,78.6
MA,Middlesex,101.6
MA,Berkshire,118.7
MA,Berkshire,95.3
MA,Norfolk,104.3
MA,Essex,36.7
MA,Barnstable,123.9
MA,Barnstable,88.6
MA,Hampden,22.1
MA,Worcester,39.9
MA,Norfolk,81.5
MA,Middlesex,102.7
MA,Franklin,53.2
MA,Worcester,131.5
MA,Hampshire,103.4
MA,Bristol,113.4
MA,Middlesex,14.1
MA,Barnstable,79.8
MA,Essex,70.8
MA,Barnstable,54.1
MA,Suffolk,42.3
MA,Essex,78.6
MA,Middlesex,89.6
MA,Worcester,80.2
MA,Hampden,55.3
MA,Plymouth,70.5
MA,Hampden,47.2
MA,Worcester,126.6
MA,Berkshire,95.2
MA,Bristol,120
MA,Worcester,71.5
MA,Bristol,141.2
MA,Worcester,143.1
MA,Hampden,79.5
MA,Middlesex,87.9
MA,Worcester,81.1
MA,Essex,37.2
MA,Middlesex,112
MA,Essex,25.4
MA,Bristol,102.8
MA,Worcester,39.7
MA,Essex,70.6
MA,Middlesex,72.1
MA,Essex,107.2
MA,Essex,42.4
MA,Norfolk,90.2
MA,Suffolk,106.1
MA,Plymouth,71.1
MA,Suffolk,139.5
MA,Suffolk,46.4
MA,Norfolk,85.3
MA,Middlesex,92.1
MA,Hampshire,89
MA,Middlesex,93.1
MA,Bristol,31.4
MA,Middlesex,97
MA,Suffolk,65.4
MA,Middlesex,224.8
MA,Middlesex,83
MA,Suffolk,92.8
MA,Middlesex,72.9
MA,Suffolk,90.6
MA,Plymouth,58
MA,Suffolk,90
MA,Norfolk,103.5
MA,Worcester,113
MA,Worcester,70.7
MA,Middlesex,69.1
MA,Worcester,53.1
MA,Norfolk,71.7
MA,Norfolk,126.7
MA,Bristol,246.9
MA,Essex,94.2
MA,Suffolk,98.8
MA,Worcester,133.3
MA,Bristol,82.7
MA,Berkshire,78.5
MA,Essex,38.3
MA,Middlesex,111.7
MA,Barnstable,80.3
MA,Norfolk,61.9
MA,Worcester,77.5
MA,Essex,51.7
MA,Hampshire,80.4
MA,Worcester,113.8
MA,Suffolk,99.5
MA,Middlesex,20.9
MA,Essex,44.8
MA,Essex,120.2
MA,Bristol,73.3
MA,Bristol,79.8
MA,Norfolk,100.5
MA,Bristol,88.5
MA,Middlesex,67
MA,Hampden,73.3
MA,Bristol,73
MA,Plymouth,63.6
MA,Worcester,65.3
MA,Bristol,68.8
MA,Suffolk,91.9
MA,Plymouth,89.5
MA,Middlesex,66.7
MA,Worcester,71.3
MA,Suffolk,102.7
MA,Middlesex,79.7
MA,Berkshire,63.8
MA,Suffolk,112.2
MA,Suffolk,55.9
MA,Worcester,56.9
MA,Barnstable,70
MA,Middlesex,111.5
MA,Essex,62.5
MA,Suffolk,86.8
MA,Middlesex,77.3
MA,Norfolk,87.3
MA,Essex,97.7
MA,Middlesex,68.7
MA,Plymouth,101.4
MA,Worcester,75.1
MA,Norfolk,119.6
